,movie,production_budget,domestic_gross_x,worldwide_gross,studio,release_month,release_year,primary_genre,sub_genre,p_l,p_l_%
0,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,BV,5,2011,Action,Adventure,635063875,254.6672856794934
1,Avengers: Age of Ultron,330600000,459005868,1403013963,BV,5,2015,Action,Adventure,1072413963,424.3841388384755
2,Avengers: Infinity War,300000000,678815482,2048134200,BV,4,2018,Action,Adventure,1748134200,682.7114
3,Justice League,300000000,229024295,655945209,WB,11,2017,Action,Adventure,355945209,218.648403
4,Spectre,300000000,200074175,879620923,Sony,11,2015,Action,Adventure,579620923,293.20697433333333
5,The Dark Knight Rises,275000000,448139099,1084439099,WB,7,2012,Action,Thriller,809439099,394.3414905454545
6,Solo: A Star Wars Story,275000000,213767512,393151347,BV,5,2018,Action,Adventure,118151347,142.9641261818182
7,The Lone Ranger,275000000,89302115,260002115,BV,7,2013,Action,Adventure,-14997885,94.54622363636364
8,John Carter,275000000,73058679,282778100,BV,3,2012,Action,Adventure,7778100,102.8284
9,Tangled,260000000,200821936,586477240,BV,11,2010,Adventure,Animation,326477240,225.5681692307692
10,Captain America: Civil War,250000000,408084349,1140069413,BV,5,2016,Action,Adventure,890069413,456.0277652
11,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,WB,3,2016,Action,Adventure,617500281,347.0001124
12,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,WB (NL),12,2012,Adventure,Family,767003568,406.80142720000003
13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,WB (NL),12,2013,Adventure,Fantasy,710366855,384.14674199999996
14,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,WB (NL),12,2014,Adventure,Fantasy,695577621,378.23104839999996
15,The Fate of the Furious,250000000,225764765,1234846267,Uni.,4,2017,Action,Crime,984846267,493.9385068
16,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,BV,5,2017,Action,Adventure,558241137,342.71353782608696
17,Man of Steel,225000000,291045518,667999518,WB,6,2013,Action,Adventure,442999518,296.88867466666665
18,The Amazing Spider-Man,220000000,262030663,757890267,Sony,7,2012,Action,Adventure,537890267,344.4955759090909
19,Battleship,220000000,65233400,313477717,Uni.,5,2012,Action,Adventure,93477717,142.48987136363635
20,Transformers: The Last Knight,217000000,130168683,602893340,Par.,6,2017,Action,Adventure,385893340,277.8310322580645
21,Jurassic World,215000000,652270625,1648854864,Uni.,6,2015,Action,Adventure,1433854864,766.9092390697674
22,Transformers: Age of Extinction,210000000,245439076,1104039076,Par.,6,2014,Action,Adventure,894039076,525.7328933333333
23,Robin Hood,210000000,105487148,322459006,Uni.,5,2010,Action,Adventure,112459006,153.55190761904763
31,Black Panther,200000000,700059566,1348258224,BV,2,2018,Action,Adventure,1148258224,674.129112
32,Incredibles 2,200000000,608581744,1242520711,BV,6,2018,Action,Adventure,1042520711,621.2603555000001
33,Rogue One: A Star Wars Story,200000000,532177324,1049102856,BV,12,2016,Action,Adventure,849102856,524.551428
34,Finding Dory,200000000,486295561,1021215193,BV,6,2016,Adventure,Animation,821215193,510.60759649999994
35,Toy Story 3,200000000,415004880,1068879522,BV,6,2010,Adventure,Animation,868879522,534.439761
36,Iron Man 3,200000000,408992272,1215392272,BV,5,2013,Action,Adventure,1015392272,607.696136
37,Skyfall,200000000,304360277,1110526981,Sony,11,2012,Action,Adventure,910526981,555.2634905
38,Monsters University,200000000,268488329,743588329,BV,6,2013,Adventure,Animation,543588329,371.79416449999997
39,X-Men: Days of Future Past,200000000,233921534,747862775,Fox,5,2014,Action,Adventure,547862775,373.9313875
40,The Amazing Spider-Man 2,200000000,202853933,708996336,Sony,5,2014,Action,Adventure,508996336,354.49816799999996
41,Cars 2,200000000,191450875,560155383,BV,6,2011,Adventure,Animation,360155383,280.0776915
42,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,WB,11,2018,Adventure,Family,452220086,326.110043
43,Green Lantern,200000000,116601172,219535492,WB,6,2011,Action,Adventure,19535492,109.76774600000002
44,Transformers: Dark of the Moon,195000000,352390543,1123790543,P/DW,6,2011,Action,Adventure,928790543,576.3028425641025
45,Jack the Giant Slayer,195000000,65187603,197687603,WB (NL),3,2013,Adventure,Fantasy,2687603,101.37825794871796
46,Furious 7,190000000,353007020,1518722794,Uni.,4,2015,Action,Crime,1328722794,799.3277863157895
47,Star Trek Into Darkness,190000000,228778661,467381584,Par.,5,2013,Action,Adventure,277381584,245.99030736842104
48,World War Z,190000000,202359711,531514650,Par.,6,2013,Action,Adventure,341514650,279.7445526315789
49,Pacific Rim,190000000,101802906,411002906,WB,7,2013,Action,Adventure,221002906,216.31731894736842
50,The Good Dinosaur,187500000,123087120,333771037,BV,11,2015,Adventure,Animation,146271037,178.01121973333335
51,Brave,185000000,237282182,554606532,BV,6,2012,Adventure,Animation,369606532,299.7873145945946
52,Kong: Skull Island,185000000,168052812,561072059,WB,3,2017,Action,Adventure,376072059,303.28219405405406
53,Star Trek Beyond,185000000,158848340,335802233,Par.,7,2016,Action,Adventure,150802233,181.51472054054054
54,Blade Runner 2049,185000000,92054159,259357408,WB,10,2017,Drama,Mystery,74357408,140.1931935135135
55,Thor: Ragnarok,180000000,315058289,846980024,BV,11,2017,Action,Adventure,666980024,470.5444577777778
56,Maleficent,180000000,241407328,758536735,BV,5,2014,Action,Adventure,578536735,421.40929722222216
57,The Legend of Tarzan,180000000,126643061,348902025,WB,7,2016,Action,Adventure,168902025,193.83445833333332
58,Hugo,180000000,73864507,180047784,Par.,11,2011,Adventure,Drama,47784,100.02654666666666
60,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,STX,7,2017,Action,Adventure,35098356,119.49908666666667
61,Jupiter Ascending,179000000,47482519,181982519,WB,2,2015,Action,Adventure,2982519,101.66621173184357
62,X-Men: Apocalypse,178000000,155442489,542537546,Fox,5,2016,Action,Adventure,364537546,304.7963741573034
63,The Meg,178000000,145443742,529530715,WB,8,2018,Action,Horror,351530715,297.4891657303371
64,Edge of Tomorrow,178000000,100206256,370541256,WB,6,2014,Action,Sci-Fi,192541256,208.16924494382022
65,Inside Out,175000000,356461711,854235992,BV,6,2015,Crime,Drama,679235992,488.13485257142855
69,Spider-Man: Homecoming,175000000,334201140,880166350,Sony,7,2017,Action,Adventure,705166350,502.9522
70,Suicide Squad,175000000,325100054,746059887,WB,8,2016,Action,Adventure,571059887,426.31993542857145
71,Coco,175000000,209726015,798008101,BV,11,2017,Adventure,Animation,623008101,456.0046291428572
73,Cars 3,175000000,152901115,383541369,BV,6,2017,Adventure,Animation,208541369,219.16649657142858
74,King Arthur: Legend of the Sword,175000000,39175066,139630336,WB,5,2017,Action,Adventure,-35369664,79.78876342857143
75,47 Ronin,175000000,38362475,151716815,Uni.,12,2013,Action,Adventure,-23283185,86.69532285714286
76,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,Uni.,6,2018,Action,Adventure,1135772799,768.1016464705882
77,Guardians of the Galaxy,170000000,333172112,770867516,BV,8,2014,Action,Adventure,600867516,453.45148
78,Iron Man 2,170000000,312433331,621156389,Par.,5,2010,Action,Adventure,451156389,365.3861111764706
79,Captain America: The Winter Soldier,170000000,259746958,714401889,BV,4,2014,Action,Adventure,544401889,420.2364052941176
80,Dawn of the Planet of the Apes,170000000,208545589,710644566,Fox,7,2014,Action,Adventure,540644566,418.0262152941176
81,Snow White and the Huntsman,170000000,155136755,401021746,Uni.,6,2012,Action,Adventure,231021746,235.89514470588236
82,Tomorrowland,170000000,93436322,206627518,BV,5,2015,Action,Adventure,36627518,121.54559882352942
84,Alice Through the Looking Glass,170000000,77042381,276928112,BV,5,2016,Adventure,Family,106928112,162.8988894117647
85,Shrek Forever After,165000000,238736787,756244673,P/DW,5,2010,Adventure,Animation,591244673,458.3301048484849
86,Doctor Strange,165000000,232641920,676404566,BV,11,2016,Action,Adventure,511404566,409.94216121212116
87,Big Hero 6,165000000,222527828,652127828,BV,11,2014,Action,Adventure,487127828,395.2289866666667
88,How to Train Your Dragon,165000000,217581232,494870992,P/DW,3,2010,Action,Adventure,329870992,299.9218133333333
89,Wreck-It Ralph,165000000,189412677,496511521,BV,11,2012,Adventure,Animation,331511521,300.9160733333333
90,Interstellar,165000000,188017894,666379375,Par.,11,2014,Adventure,Drama,501379375,403.86628787878783
91,Independence Day: Resurgence,165000000,103144286,384169424,Fox,6,2016,Action,Adventure,219169424,232.82995393939393
92,Aquaman,160000000,335061807,1146894640,WB,12,2018,Action,Adventure,986894640,716.80915
93,Inception,160000000,292576195,835524642,WB,7,2010,Action,Adventure,675524642,522.20290125
94,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,LGF,11,2015,Action,Adventure,488986787,405.616741875
95,X-Men: First Class,160000000,146408305,355408305,Fox,6,2011,Action,Adventure,195408305,222.13019062499998
96,The Sorcerer's Apprentice,160000000,63150991,217986320,BV,7,2010,Action,Adventure,57986320,136.24145000000001
97,Warcraft,160000000,47225655,425522281,Uni.,6,2016,Action,Adventure,265522281,265.951425625
98,Deepwater Horizon,156000000,61433527,122603824,LG/S,9,2016,Action,Drama,-33396176,78.59219487179487
99,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,Fox,12,2010,Adventure,Family,263186950,269.7980322580645
100,War for the Planet of the Apes,152000000,146880162,489592267,Fox,7,2017,Action,Adventure,337592267,322.10017565789474
101,Wonder Woman,150000000,412563408,821133378,WB,6,2017,Action,Adventure,671133378,547.422252
104,Frozen,150000000,400738009,1272469910,BV,11,2013,Adventure,Drama,1122469910,848.3132733333333
107,Zootopia,150000000,341268248,1019429616,BV,3,2016,Adventure,Animation,869429616,679.6197440000001
108,Moana,150000000,248757044,637517365,BV,11,2016,Adventure,Animation,487517365,425.0115766666666
109,Thor: The Dark World,150000000,206362140,644602516,BV,11,2013,Action,Adventure,494602516,429.73501066666665
110,Dunkirk,150000000,190068280,499837368,WB,7,2017,Action,Drama,349837368,333.224912
111,Thor,150000000,181030624,449326618,Par.,5,2011,Action,Adventure,299326618,299.5510786666667
112,Kung Fu Panda 2,150000000,165249063,664837547,P/DW,5,2011,Action,Adventure,514837547,443.22503133333333
113,Mad Max: Fury Road,150000000,153636354,370098020,WB,5,2015,Action,Adventure,220098020,246.73201333333333
114,Ready Player One,150000000,137690172,579290136,WB,3,2018,Action,Adventure,429290136,386.193424
115,The Last Airbender,150000000,131772187,319713881,Par.,7,2010,Action,Adventure,169713881,213.14258733333332
116,Wrath of the Titans,150000000,83670083,305270083,WB,3,2012,Action,Adventure,155270083,203.51338866666669
117,Dark Shadows,150000000,79727149,238202668,WB,5,2012,Comedy,Fantasy,88202668,158.80177866666668
118,White House Down,150000000,73103784,205440387,Sony,6,2013,Action,Drama,55440387,136.960258
119,The Wolfman,150000000,62189884,142634358,Uni.,2,2010,Drama,Fantasy,-7365642,95.089572
120,The Great Wall,150000000,45157105,334486852,Uni.,2,2017,Action,Adventure,184486852,222.99123466666666
122,Pan,150000000,35088320,151525973,WB,10,2015,Adventure,Comedy,1525973,101.01731533333333
123,Mars Needs Moms,150000000,21392758,39549758,BV,3,2011,Adventure,Animation,-110450242,26.366505333333336
124,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,P/DW,6,2012,Adventure,Animation,601921271,515.1181179310345
125,How to Train Your Dragon 2,145000000,177002924,614586270,Fox,6,2014,Action,Adventure,469586270,423.85260000000005
126,Mr. Peabody & Sherman,145000000,111506430,269806430,Fox,3,2014,Adventure,Animation,124806430,186.07340000000002
127,Rise of the Guardians,145000000,103412758,306900902,P/DW,11,2012,Action,Adventure,161900902,211.6557944827586
128,Captain America: The First Avenger,140000000,176654505,370569776,Par.,7,2011,Action,Adventure,230569776,264.6926971428571
129,Kung Fu Panda 3,140000000,143528619,517599142,Fox,1,2016,Action,Adventure,377599142,369.71367285714285
130,G.I. Joe: Retaliation,140000000,122523060,375740705,Par.,3,2013,Action,Adventure,235740705,268.38621785714287
131,Exodus: Gods and Kings,140000000,65014513,268314513,Fox,12,2014,Action,Adventure,128314513,191.65322357142858
132,The BFG,140000000,55483770,199646680,BV,7,2016,Adventure,Family,59646680,142.6047714285714
133,Gods of Egypt,140000000,31153464,138836756,LG/S,2,2016,Action,Adventure,-1163244,99.16911142857143
134,The Croods,135000000,187168425,573068425,Fox,3,2013,Action,Adventure,438068425,424.4951296296296
135,The Revenant,135000000,183637894,532938302,Fox,12,2015,Action,Adventure,397938302,394.7691125925926
137,Rango,135000000,123477607,245724600,Par.,3,2011,Adventure,Animation,110724600,182.01822222222222
138,Turbo,135000000,83028130,286896578,Fox,7,2013,Adventure,Animation,151896578,212.5159837037037
139,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,Par.,6,2016,Action,Adventure,110328374,181.72472148148148
140,Happy Feet Two,135000000,64006466,157956466,WB,11,2011,Adventure,Animation,22956466,117.00478962962964
141,The Nutcracker and the Four Realms,132900000,54858851,170293899,BV,11,2018,Adventure,Family,37393899,128.1368690744921
142,Penguins of Madagascar,132000000,83350911,366942531,Fox,11,2014,Adventure,Animation,234942531,277.98676590909093
143,The Hunger Games: Catching Fire,130000000,424668047,864868047,LGF,11,2013,Action,Adventure,734868047,665.2831130769231
144,Ant-Man and the Wasp,130000000,216648740,623144660,BV,7,2018,Action,Adventure,493144660,479.3420461538462
145,Ant-Man,130000000,180202163,518858449,BV,7,2015,Action,Adventure,388858449,399.1218838461538
146,Mary Poppins Returns,130000000,171958438,341528518,BV,12,2018,Comedy,Family,211528518,262.7142446153846
147,Puss in Boots,130000000,149260504,554987477,P/DW,10,2011,Action,Adventure,424987477,426.9134438461538
148,Megamind,130000000,148415853,321887208,P/DW,11,2010,Action,Animation,191887208,247.6055446153846
149,Rio 2,130000000,131538435,492846291,Fox,4,2014,Adventure,Animation,362846291,379.11253153846155
150,Salt,130000000,118311368,290650494,Sony,7,2010,Action,Mystery,160650494,223.57730307692307
151,Noah,130000000,101200044,352831065,Par.,3,2014,Animation,-,222831065,271.40851153846154
154,The Adventures of Tintin,130000000,77591831,373993951,Par.,12,2011,Action,Adventure,243993951,287.68765461538464
155,After Earth,130000000,60522097,251499665,Sony,5,2013,Action,Adventure,121499665,193.46128076923077
156,R.I.P.D.,130000000,33618855,79076678,Uni.,7,2013,Action,Adventure,-50923322,60.828213846153844
157,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,Fox,12,2014,Adventure,Comedy,226756621,278.54852047244094
158,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,LGF,11,2014,Action,Adventure,641575131,613.2601048
159,Fast Five,125000000,210031325,630163454,Uni.,4,2011,Action,Crime,505163454,504.1307632
160,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,WB,12,2011,Action,Adventure,410663443,428.53075440000003
161,The Boss Baby,125000000,175003033,510878762,Fox,3,2017,Adventure,Animation,385878762,408.70300960000003
162,Trolls,125000000,153707064,344150134,Fox,11,2016,Adventure,Animation,219150134,275.3201072
163,Prometheus,125000000,126477084,402448265,Fox,6,2012,Adventure,Mystery,277448265,321.958612
164,The Bourne Legacy,125000000,113203870,280355920,Uni.,8,2012,Action,Adventure,155355920,224.28473599999998
165,Skyscraper,125000000,68420120,304115534,Uni.,7,2018,Action,Adventure,179115534,243.29242720000002
166,Monster Trucks,125000000,33370166,61642798,Par.,1,2017,Action,Adventure,-63357202,49.3142384
167,Jason Bourne,120000000,162192920,416168316,Uni.,7,2016,Action,Thriller,296168316,346.80692999999997
168,Life of Pi,120000000,124987022,620912003,Fox,11,2012,Adventure,Drama,500912003,517.4266691666667
169,Elysium,120000000,93050117,286192091,TriS,8,2013,Action,Drama,166192091,238.49340916666665
171,Oblivion,120000000,89107235,287916633,Uni.,4,2013,Action,Adventure,167916633,239.9305275
173,Fantastic Four,120000000,56117548,167849187,Fox,8,2015,Action,Adventure,47849187,139.8743225
175,The Wolverine,115000000,132556852,416456852,Fox,7,2013,Action,Adventure,301456852,362.1363930434783
176,Gulliver's Travels,112000000,42779261,232017848,Fox,12,2010,Adventure,Comedy,120017848,207.15879285714288
177,Ferdinand,111000000,84410380,289847930,Fox,12,2017,Adventure,Animation,178847930,261.12426126126127
178,Deadpool 2,110000000,324591735,786680557,Fox,5,2018,Action,Adventure,676680557,715.1641427272727
179,Gravity,110000000,274092705,693698673,WB,10,2013,Drama,Sci-Fi,583698673,630.6351572727273
180,San Andreas,110000000,155190832,456258539,WB (NL),5,2015,Action,Adventure,346258539,414.78049
181,The Smurfs,110000000,142614158,563749323,Sony,7,2011,Adventure,Animation,453749323,512.4993845454545
182,The Green Hornet,110000000,98780042,229155503,Sony,1,2011,Action,Comedy,119155503,208.32318454545455
183,Real Steel,110000000,85463309,263880341,BV,10,2011,Action,Drama,153880341,239.8912190909091
184,The A-Team,110000000,77222099,177241171,Fox,6,2010,Action,Adventure,67241171,161.12833727272726
185,The Smurfs 2,110000000,71017784,348547523,Sony,7,2013,Adventure,Animation,238547523,316.86138454545454
186,Ender's Game,110000000,61737191,127983283,LG/S,11,2013,Action,Adventure,17983283,116.34843909090908
187,The Martian,108000000,228433663,655271443,Fox,10,2015,Adventure,Drama,547271443,606.7328175925926
188,Allied,106000000,40098064,119266661,Par.,11,2016,Action,Drama,13266661,112.5157179245283
189,Ice Age: Collision Course,105000000,64063008,402156682,Fox,7,2016,Adventure,Animation,297156682,383.0063638095238
190,Kingsman: The Golden Circle,104000000,100234838,408803696,Fox,9,2017,Action,Adventure,304803696,393.0804769230769
191,A Wrinkle in Time,103000000,100478608,133401882,BV,3,2018,Adventure,Family,30401882,129.51639029126213
192,Bumblebee,102000000,127195589,465195589,Par.,12,2018,Action,Adventure,363195589,456.07410686274505
193,Cloud Atlas,102000000,27108272,130673154,WB,10,2012,Action,Drama,28673154,128.11093529411767
194,Django Unchained,100000000,162805434,449948323,Wein.,12,2012,Drama,Western,349948323,449.948323
195,Little Fockers,100000000,148438600,310650574,Uni.,12,2010,Comedy,Romance,210650574,310.650574
196,The Other Guys,100000000,119219978,170936470,Sony,8,2010,Action,Comedy,70936470,170.93647
197,The Wolf of Wall Street,100000000,116900694,389870414,Par.,12,2013,Biography,Crime,289870414,389.870414
198,Epic,100000000,107518682,262794441,Fox,5,2013,Adventure,Animation,162794441,262.794441
199,The Expendables 2,100000000,85028192,311979256,LGF,8,2012,Action,Adventure,211979256,311.979256
200,The Tourist,100000000,67631157,278731369,Sony,12,2010,Action,Adventure,178731369,278.731369
201,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,WB,9,2010,Action,Adventure,39716717,139.716717
202,The Expendables 3,100000000,39322544,209461378,LGF,8,2014,Action,Adventure,109461378,209.461378
203,Green Zone,100000000,35497337,97523020,Uni.,3,2010,Action,Drama,-2476980,97.52302
204,Geostorm,100000000,33700160,220796009,WB,10,2017,Action,Sci-Fi,120796009,220.79600899999997
205,In the Heart of the Sea,100000000,25020758,89693309,WB,12,2015,Action,Adventure,-10306691,89.693309
206,Transcendence,100000000,23022309,103039258,WB,4,2014,Drama,-,3039258,103.039258
208,Mortal Engines,100000000,15951040,85287417,Uni.,12,2018,Action,Adventure,-14712583,85.287417
209,The Peanuts Movie,99000000,130178411,250091610,Fox,11,2015,Adventure,Animation,151091610,252.61778787878785
210,Alien: Covenant,97000000,74262031,238521247,Fox,5,2017,Horror,Sci-Fi,141521247,245.89819278350515
211,Ice Age: Continental Drift,95000000,161321843,879765137,Fox,7,2012,Adventure,Animation,784765137,926.068565263158
212,Sex and the City 2,95000000,95347692,294680778,WB (NL),5,2010,Comedy,Drama,199680778,310.1902926315789
213,The Campaign,95000000,86907746,104907746,WB,8,2012,Comedy,-,9907746,110.42920631578947
215,Unstoppable,95000000,81562942,165720921,Fox,11,2010,Action,Thriller,70720921,174.4430747368421
219,Seventh Son,95000000,17725785,108874967,Uni.,2,2015,Action,Adventure,13874967,114.60522842105263
220,Kingsman: The Secret Service,94000000,128261724,404561724,Fox,2,2015,Action,Adventure,310561724,430.38481276595746
221,Rise of the Planet of the Apes,93000000,176760185,470986200,Fox,8,2011,Action,Drama,377986200,506.43677419354833
222,A Good Day to Die Hard,92000000,67349198,304249198,Fox,2,2013,Action,Thriller,212249198,330.70565
223,The Secret Life of Walter Mitty,91000000,58236838,187861183,Fox,12,2013,Adventure,Comedy,96861183,206.44086043956045
224,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,Sony,12,2017,Action,Adventure,874496193,1071.6624366666667
225,Rio,90000000,143619809,487519809,Fox,4,2011,Adventure,Animation,397519809,541.6886766666667
228,The Girl with the Dragon Tattoo,90000000,102515793,239373970,MBox,12,2011,Crime,Drama,149373970,265.9710777777778
229,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,Fox,12,2015,Adventure,Animation,159517956,277.2421733333333
230,Pixels,90000000,78765986,244041804,Sony,7,2015,Action,Comedy,154041804,271.15756000000005
232,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,Fox,8,2013,Adventure,Family,110859554,223.17728222222223
233,Now You See Me 2,90000000,65075540,328325007,LG/S,6,2016,Action,Adventure,238325007,364.80556333333334
234,Tomb Raider,90000000,58250803,273477501,WB,3,2018,Action,Adventure,183477501,303.86389
235,The Nutcracker in 3D,90000000,195459,20466016,Free,11,2010,Action,Family,-69533984,22.740017777777776
236,Divergent,85000000,150947895,276014965,LG/S,3,2014,Action,Adventure,191014965,324.7234882352941
237,Hotel Transylvania,85000000,148313048,378505812,Sony,9,2012,Animation,Comedy,293505812,445.3009552941176
238,Safe House,85000000,126181630,208542162,Uni.,2,2012,Action,Adventure,123542162,245.34372000000002
239,Tower Heist,85000000,78046570,150422946,Uni.,11,2011,Action,Comedy,65422946,176.9681717647059
240,Mirror Mirror,85000000,64935167,173613482,Rela.,3,2012,Adventure,Comedy,88613482,204.25115529411767
241,Arthur Christmas,85000000,46462469,149717124,Sony,11,2011,Adventure,Animation,64717124,176.13779294117646
242,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,WB,7,2010,Action,Comedy,28026383,132.97221529411763
243,The Greatest Showman,84000000,174340174,386665550,Fox,12,2017,Biography,Drama,302665550,460.31613095238095
244,The Expendables,82000000,103068524,268268174,LGF,8,2010,Action,Adventure,186268174,327.1563097560976
245,The Hunger Games,80000000,408010692,677923379,LGF,3,2012,Action,Adventure,597923379,847.40422375
246,The Hangover Part II,80000000,254464305,586464305,WB,5,2011,Comedy,Mystery,506464305,733.08038125
247,Hotel Transylvania 2,80000000,169700110,469500298,Sony,9,2015,Animation,Comedy,389500298,586.8753725
248,Grown Ups 2,80000000,133668525,247023808,Sony,7,2013,Comedy,-,167023808,308.77976
249,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,Fox,12,2011,Adventure,Animation,269088523,436.36065375
250,Shutter Island,80000000,128012934,299461782,Par.,2,2010,Mystery,Thriller,219461782,374.3272275
251,Yogi Bear,80000000,100246011,204774690,WB,12,2010,Adventure,Animation,124774690,255.96836249999998
252,The Book of Eli,80000000,94835059,158750817,WB,1,2010,Action,Adventure,78750817,198.43852125
253,Smallfoot,80000000,83240103,213691277,WB,9,2018,Adventure,Animation,133691277,267.11409625
254,Zookeeper,80000000,80360866,170805525,Sony,7,2011,Comedy,Family,90805525,213.50690625
256,The Last Witch Hunter,80000000,27367660,130818912,LG/S,10,2015,Action,Adventure,50818912,163.52364
257,Pompeii,80000000,23169033,108469033,TriS,2,2014,Action,Adventure,28469033,135.58629125
258,Journey 2: The Mysterious Island,79000000,103860290,318146162,WB (NL),2,2012,Action,Adventure,239146162,402.71666075949366
259,Jack and Jill,79000000,74158157,150519217,Sony,11,2011,Comedy,-,71519217,190.53065443037974
260,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,Sony,9,2013,Adventure,Animation,196392649,351.7854474358974
261,The Little Prince,77500000,1311213,102028919,EOne,2,2016,Action,-,24528919,131.65021806451614
264,The Equalizer 2,77000000,102084362,190453132,Sony,7,2018,Action,Crime,113453132,247.34172987012988
265,Despicable Me 2,76000000,368065385,975216835,Uni.,7,2013,Adventure,Animation,899216835,1283.1800460526315
266,The Secret Life of Pets,75000000,368384330,886750534,Uni.,7,2016,Adventure,Animation,811750534,1182.3340453333333
267,Sing,75000000,270329045,634454789,Uni.,12,2016,Animation,Comedy,559454789,845.9397186666667
268,Despicable Me 3,75000000,264624300,1034727750,Uni.,6,2017,Adventure,Animation,959727750,1379.637
269,Grown Ups,75000000,162001186,272223430,Sony,6,2010,Comedy,-,197223430,362.9645733333333
270,Now You See Me,75000000,117723989,342769200,LG/S,5,2013,Crime,Mystery,267769200,457.02559999999994
272,Immortals,75000000,83504017,211562435,Rela.,11,2011,Action,Drama,136562435,282.0832466666667
273,Killers,75000000,47059963,95572749,LGF,6,2010,Action,Comedy,20572749,127.430332
275,Sucker Punch,75000000,36392502,89758389,WB,3,2011,Action,Adventure,14758389,119.677852
276,Inferno,75000000,34343574,219519367,Sony,10,2016,Thriller,-,144519367,292.6924893333333
279,Minions,74000000,336045770,1160336173,Uni.,7,2015,Adventure,Animation,1086336173,1568.0218554054054
280,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,Par.,2,2015,Adventure,Animation,237013181,420.2880824324325
281,The Angry Birds Movie,73000000,107509366,352327887,Sony,5,2016,Action,Animation,279327887,482.6409410958904
282,Olympus Has Fallen,70000000,98927592,172878928,FD,3,2013,Action,Thriller,102878928,246.96989714285715
283,War Horse,70000000,79883359,156815529,BV,12,2011,Drama,History,86815529,224.02218428571427
285,The Monuments Men,70000000,78031620,158702748,Sony,2,2014,Comedy,Drama,88702748,226.71821142857144
286,Storks,70000000,72679278,183353431,WB,9,2016,Adventure,Animation,113353431,261.9334728571428
287,Dracula Untold,70000000,55991880,220241723,Uni.,10,2014,Action,Drama,150241723,314.6310328571428
288,The Dilemma,70000000,48475290,70546865,Uni.,1,2011,Comedy,Drama,546865,100.78123571428573
289,Rock of Ages,70000000,38518613,61031932,WB (NL),6,2012,Comedy,Drama,-8968068,87.18847428571429
290,The Finest Hours,70000000,27569558,49252761,BV,1,2016,Action,Drama,-20747239,70.36108714285714
291,Escape Plan,70000000,25135965,103735965,LG/S,10,2013,Action,Crime,33735965,148.19423571428572
292,Killer Elite,70000000,25124986,65409046,ORF,9,2011,Action,Crime,-4590954,93.44149428571428
293,The Legend of Hercules,70000000,18848538,58953319,LG/S,1,2014,Action,Adventure,-11046681,84.21902714285714
294,Blackhat,70000000,8005980,19665004,Uni.,1,2015,Action,Crime,-50334996,28.09286285714286
295,Despicable Me,69000000,251513985,543464573,Uni.,7,2010,Animation,Comedy,474464573,787.6298159420289
296,Dinner for Schmucks,69000000,73026337,86796502,P/DW,7,2010,Comedy,-,17796502,125.79203188405796
297,Red Sparrow,69000000,46874505,145951861,Fox,3,2018,Action,Drama,76951861,211.52443623188404
298,The Twilight Saga: Eclipse,68000000,300531751,706102828,Sum.,6,2010,Adventure,Drama,638102828,1038.3865117647058
299,Ted 2,68000000,81476385,217214143,Uni.,6,2015,Comedy,-,149214143,319.43256323529414
300,Hall Pass,68000000,45060734,87173475,WB (NL),2,2011,Comedy,Romance,19173475,128.1962867647059
301,Downsizing,68000000,24449754,54462971,Par.,12,2017,Drama,Sci-Fi,-13537029,80.0926044117647
302,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,Fox,6,2012,Action,Fantasy,69989730,203.68848888888888
303,Need for Speed,66000000,43568507,194169619,BV,3,2014,Action,Crime,128169619,294.19639242424245
304,Lincoln,65000000,182207973,273346281,BV,11,2012,Biography,Drama,208346281,420.53274
305,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,Sony,7,2018,Adventure,Animation,462079962,810.8922492307693
